N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8240931699623923,0.7902308052225974,0.7740832951023516,0.18198090692124105,0.609305168003513,0.2576219963081165
Model2,500,2,1,0.8245784301831858,0.7852660877319727,0.79062881407875,0.27804295942720764,0.48894414677953524,0.3246214828370189
Model3,500,3,1,0.8320999636054834,0.781451137325695,0.7890534248570206,0.2494033412887828,0.49889120922832136,0.30427861959621877
Model4,500,1,2,0.8585466456387237,0.8426867932997117,0.8320395883302494,0.36515513126491644,0.7181290536066561,0.46302521692660825
Model5,500,2,2,0.8896032997695014,0.8797997091549586,0.8772089994232215,0.5280429594272077,0.7636225033898516,0.6144167006476421
Model6,500,3,2,0.893242751425452,0.885206344620462,0.8798586062913442,0.516109785202864,0.8090761583725227,0.6239766656679895
Model7,800,1,2,0.8652189736746331,0.8568085923319082,0.8500529987507598,0.477326968973747,0.6737075435741495,0.5254710084361436
Model8,800,2,2,0.8970035181366007,0.8884007815323748,0.88842446361413,0.613961813842482,0.737563644359674,0.6565764925384573
Model9,800,3,2,0.8876622588863278,0.8976218175009693,0.8907128733844091,0.665871121718377,0.6967375553747946,0.671838333312139
