N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8762586436976829,0.8568607340692832,0.8537553489177097,0.43257756563245825,0.7264758006515549,0.5268407596954316
Model2,500,2,1,0.8829309717335921,0.8651595720973398,0.8646291239408408,0.4916467780429594,0.702832297714477,0.5569500350979089
Model3,500,3,1,0.8592745359699139,0.825640919458006,0.8358502027462157,0.4051312649164678,0.5140685420510154,0.432210620267708
Model4,500,1,2,0.9044037365037001,0.8885200854649193,0.8893595378235852,0.5566825775656324,0.7797941952451054,0.6393713359129356
Model5,500,2,2,0.9210238990658741,0.918089753211429,0.9167648942844543,0.6766109785202864,0.8369446299961664,0.7450739755249903
Model6,500,3,2,0.9215091592866674,0.9231007369707576,0.9200589235993553,0.7016706443914081,0.8133488712310785,0.7471767779719465
Model7,800,1,2,0.9042824214485018,0.8991596526552402,0.8923265612112842,0.5495226730310262,0.8551336735704262,0.6634533024571249
Model8,800,2,2,0.9184762829067087,0.918298940274939,0.9088786782532211,0.6145584725536993,0.9218552917864835,0.7277729703145328
Model9,800,3,2,0.9287880625985685,0.9261041680528607,0.9263645720559822,0.7231503579952268,0.8274418329346287,0.7708882910099668
